p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256, , , , , ,0.5,0.5,16,cufft,-110.21,5.160025358200073,polaris-gpu,8,4,True,2,4
float,256,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,1.0,22.270212650299072,polaris-gpu,8,4,True,3,4
float,256, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-121.003,5.310581684112549,polaris-gpu,8,4,True,4,4
float,256, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,-115.084,5.411354303359985,polaris-gpu,8,4,True,5,4
float,256,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,1.0,25.5332088470459,polaris-gpu,8,4,True,2,4
double,256,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,1.0,27.346930980682373,polaris-gpu,8,4,True,4,4
double,256, ,-a2av,-p2p, , ,0.3159501152153208,0.884994128757309,8,cufft,-250.869,8.84346604347229,polaris-gpu,8,4,True,5,4
float,256, ,-a2a,-p2p, , ,0.17123755709581268,0.9667848816594188,8,cufft,-210.933,11.325936079025269,polaris-gpu,8,4,True,5,4
double,256, ,-a2av,-p2p,-pencils, ,0.19885388778280644,0.9825213932003306,8,cufft,-149.181,13.85724139213562,polaris-gpu,8,4,True,5,4
double,256, ,-a2av,-p2p, ,-r2c_dir 2,0.28177600815918746,0.9814087353599138,8,cufft,1.0,35.159942626953125,polaris-gpu,8,4,True,5,4
double,256, ,-a2av,-p2p, , ,0.07176565347501562,0.9218869294537484,8,cufft,-146.281,24.8209969997406,polaris-gpu,8,4,True,3,4
float,256,-reorder,-a2av,-p2p, , ,0.16121906478663806,0.5154466403229443,8,cufft,-210.229,27.457038402557373,polaris-gpu,8,4,True,2,4
double,256, ,-a2av, , , ,0.3394765715062825,0.8576888407901133,12,cufft,-180.145,28.761650562286377,polaris-gpu,8,4,True,3,4
double,256, ,-a2av,-p2p,-slabs, ,0.12025975405162392,0.908564590543954,8,cufft,-147.435,30.20101261138916,polaris-gpu,8,4,True,2,4
double,256,-reorder,-a2av,-p2p, , ,0.060824295765576464,0.7940156653737267,12,cufft,-102.171,32.762341022491455,polaris-gpu,8,4,True,2,4
double,256, ,-a2a, , , ,0.24809808102235786,0.8438004248267249,8,cufft,-84.5082,32.66209840774536,polaris-gpu,8,4,True,3,4
float,256,-reorder,-a2av,-p2p,-slabs, ,0.05326968169770685,0.8834681981696153,8,cufft,-202.655,33.52137470245361,polaris-gpu,8,4,True,4,4
double,256, ,-a2av,-p2p, , ,0.3323930966468004,0.9105146141030686,8,cufft,-249.004,35.22933030128479,polaris-gpu,8,4,True,2,4
float,256, ,-a2a,-p2p,-pencils, ,0.26884244150633063,0.8914595630594233,2,cufft,-67.6076,38.76555800437927,polaris-gpu,8,4,True,2,4
double,256,-no-reorder,-a2av,-p2p,-pencils, ,0.25408486815198383,0.8665888555730858,8,cufft,-72.5991,38.21446204185486,polaris-gpu,8,4,True,3,4
float,256,-reorder,-a2a,-p2p, , ,0.31231077418536457,0.8955529678489693,8,cufft,-118.155,40.074246883392334,polaris-gpu,8,4,True,4,4
double,256, ,-a2av,-p2p, , ,0.5386652237614927,0.8800988943432752,8,cufft,-129.912,40.224517583847046,polaris-gpu,8,4,True,5,4
